,Movie Name,Movie Rating,Genres,Release,Runtime,Director,Movie Link
2450,How to Be Single,62.0,"Drama
",        10/10/2014       ,2h 21m,David Dobkin,https://www.themoviedb.org/movie/259694
2451,Ao Oni The Animation,52.0,"Horror, Thriller
",        10/13/2006       ,1h 42m,"Takashi ShimizuCharacters, ",https://www.themoviedb.org/movie/432130
2452,Crimson Peak,66.0,"Animation, Action
",        02/02/2014       ,1h 19m,Jay Oliva,https://www.themoviedb.org/movie/201085
2453,Paddington,71.0,"Horror
",        08/25/2017       ,1h 45m,Paco Plaza,https://www.themoviedb.org/movie/116149
2454,The Shape of Water,72.0,"Comedy, Drama, Romance
",        10/15/2021       ,2h 8m,Joachim Trier,https://www.themoviedb.org/movie/399055
2455,Unfaithful,66.0,"Drama, Comedy
",        12/01/2017       ,1h 34m,Greta Gerwig,https://www.themoviedb.org/movie/2251
2456,Sin City,74.0,"Thriller, Horror
",        10/25/2020       ,1h 33m,Rigoberto Castañeda,https://www.themoviedb.org/movie/187
2457,Horrible Bosses,66.0,"Documentary
",        04/29/2022       ,30m,Rigoberto Castañeda,https://www.themoviedb.org/movie/51540
2458,Paul Blart: Mall Cop 2,52.0,"Horror, Thriller
",        10/25/1978       ,1h 31m,John Carpenter,https://www.themoviedb.org/movie/256961
2459,Evangelion: 2.0 You Can (Not) Advance,79.0,"Adventure, Drama, Fantasy
",        08/27/2021       ,2h 10m,David Lowery,https://www.themoviedb.org/movie/22843
2460,Hijra in Between,72.0,"Action, Crime, Thriller
",        08/01/2017       ,1h 29m,Tony Giglio,https://www.themoviedb.org/movie/600950
2461,Passing,64.0,"Drama, Romance, Fantasy
",        11/08/2013       ,2h 3m,Richard Curtis,https://www.themoviedb.org/movie/541524
2462,Tony Hawk: Until the Wheels Fall Off,73.0,"Animation, Comedy, Adventure, Family
",        08/31/2012       ,1h 30m,Enrique Gato,https://www.themoviedb.org/movie/881198
2463,Training Day,75.0,"Action, Comedy, Thriller, Romance
",        06/04/2010       ,1h 40m,Robert Luketic,https://www.themoviedb.org/movie/2034
2464,Pleasure Shop on the Avenue,49.0,"Animation, Family, TV Movie
",        11/24/2011       ,26m,Karen Disher,https://www.themoviedb.org/movie/96984
2465,Trainwreck,58.0,"Animation, Adventure, Family
",        03/06/2014       ,1h 32m,Rob Minkoff,https://www.themoviedb.org/movie/271718
2466,Killing Season,55.0,"Action, Comedy, Drama, Thriller
",        06/10/2005       ,2h,Doug Liman,https://www.themoviedb.org/movie/77663
2467,A Cinderella Story: If the Shoe Fits,72.0,"Drama, Thriller
",        09/10/2021       ,1h 40m,Andreas Fontana,https://www.themoviedb.org/movie/407655
2468,Nanny McPhee and the Big Bang,63.0,"Adventure, Horror, Thriller
",        04/11/1997       ,1h 29m,Luis Llosa,https://www.themoviedb.org/movie/35019
2469,The Last Letter From Your Lover,75.0,"Action, Animation, Fantasy
",        07/23/1988       ,1h 15m,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/638449
2470,Oxygen,66.0,"Crime, Drama, Thriller
",        10/26/2007       ,1h 57m,Sidney Lumet,https://www.themoviedb.org/movie/471498
2471,Black Panther: Wakanda Forever,0,"Family, Animation, Adventure
",        03/08/2014       ,1h 49m,Shinnosuke Yakuwa,https://www.themoviedb.org/movie/505642
2472,Hardcore Henry,64.0,"Action, Animation, Fantasy, Drama
",        12/13/2008       ,1h 34m,Noriyuki Abe,https://www.themoviedb.org/movie/325348
2473,The Paperboy,56.0,"Action, Horror, Thriller
",        01/01/2008       ,1h 31m,Don E. FauntLeRoy,https://www.themoviedb.org/movie/82390
2474,Safe,65.0,"Science Fiction, Horror
",        02/23/2018       ,1h 55m,Alex Garland,https://www.themoviedb.org/movie/72387
2475,Jojo Rabbit,81.0,"Horror
",        09/24/2011       ,1h 32m,P.J. Pettiette,https://www.themoviedb.org/movie/515001
2476,Cry Macho,61.0,"Comedy
",        03/06/2013       ,1h 32m,David Moreau,https://www.themoviedb.org/movie/749274
2477,Drive Angry,55.0,"Horror, Thriller, Mystery
",        09/14/2017       ,1h 28m,Julien Maury,https://www.themoviedb.org/movie/47327
2478,Blue Lagoon: The Awakening,65.0,"Drama, Thriller
",        01/14/2005       ,1h 43m,David Slade,https://www.themoviedb.org/movie/115290
2479,Musume Bugyo On-na Ro Hisho,0,"Romance, Drama
",        05/04/2012       ,1h 45m,Xavier Villaverde,https://www.themoviedb.org/movie/729791
2480,Chernobyl Diaries,52.0,"Fantasy, Action, Thriller
",        12/22/2017       ,1h 57m,David Ayer,https://www.themoviedb.org/movie/93856
2481,Grumpy Christmas,76.0,"Drama, Crime, Mystery, Thriller
",        05/14/2021       ,1h 42m,Joe Wright,https://www.themoviedb.org/movie/882098
2482,High School Musical,66.0,"Comedy, Family
",        03/12/2021       ,1h 26m,Miguel Arteta,https://www.themoviedb.org/movie/10947
2483,The Intruder,55.0,"Drama, History
",        01/20/2017       ,1h 55m,John Lee Hancock,https://www.themoviedb.org/movie/667757
2484,Robots,64.0,"Romance, Drama, Music
",        01/26/2018       ,1h 44m,Bethany Ashton Wolf,https://www.themoviedb.org/movie/9928
2485,Fate/stay night: Heaven's Feel I. Presage Flower,75.0,"Adventure, Action, Thriller
",        11/21/2018       ,1h 56m,Otto Bathurst,https://www.themoviedb.org/movie/283984
2486,The Loft,64.0,"Comedy, Romance
",        04/09/2004       ,1h 39m,Peter Segal,https://www.themoviedb.org/movie/72784
2487,Jackass: The Movie,63.0,"Drama, Romance
",        01/30/2009       ,2h 4m,Stephen Daldry,https://www.themoviedb.org/movie/9012
2488,Young & Beautiful,64.0,"Animation, Romance, Science Fiction, Comedy
",        04/27/2014       ,49m,Hisashi Saito,https://www.themoviedb.org/movie/184314
2489,The Spanish Main,64.0,"Thriller, Drama, Mystery, Horror
",        10/06/2021       ,1h 33m,Claudia Llosa,https://www.themoviedb.org/movie/97735
2490,The Host,70,"Family
",        08/25/2019       ,1h 44m,Lisa Arnold,https://www.themoviedb.org/movie/1255
2491,Mile 22,62.0,"Thriller, Action
",        07/10/2019       ,1h 59m,Luc Besson,https://www.themoviedb.org/movie/347375
2492,Letters to Juliet,70,"Action, Animation, Adventure, Fantasy
",        12/22/2002       ,1h 40m,Toshiya Shinohara,https://www.themoviedb.org/movie/37056
2493,The Dark Tower,57.0,"Drama
",        08/20/2021       ,2h 59m,Ryusuke Hamaguchi,https://www.themoviedb.org/movie/353491
2494,Long Shot,67.0,"Comedy, Animation
",        03/15/2019       ,1h 48m,Youichi Fujita,https://www.themoviedb.org/movie/459992
2495,30 Days of Night,64.0,"Animation, Family, Fantasy
",        10/31/2007       ,1h 20m,Ricardo Arnaiz,https://www.themoviedb.org/movie/4513
2496,Rampant,68.0,"Horror, Thriller, Mystery
",        09/11/2015       ,1h 34m,M. Night Shyamalan,https://www.themoviedb.org/movie/537190
2497,Marvel Studios: Expanding the Universe,59.0,"Animation, Horror, Adventure, Comedy
",        10/30/2014       ,1h 23m,Alberto Rodríguez,https://www.themoviedb.org/movie/647375
2498,Uncle Drew,67.0,"Adventure, Drama, Thriller
",        06/27/2017       ,1h 55m,Greg McLean,https://www.themoviedb.org/movie/474335
2499,Death Race: Beyond Anarchy,64.0,"Horror, Thriller, Science Fiction
",        05/11/1984       ,1h 54m,Mark L. Lester,https://www.themoviedb.org/movie/401478
2500,Gnomeo & Juliet,58.0,"Science Fiction, Action, Thriller
",        05/20/1998       ,2h 19m,Roland Emmerich,https://www.themoviedb.org/movie/45772
2501,Carrie,60,"Drama, Romance, Adventure
",        11/27/1975       ,1h 34m,Bitto Albertini,https://www.themoviedb.org/movie/133805
2502,The Judge,73.0,"Adventure, Animation, Family
",        08/13/1996       ,1h 21m,Tad Stones,https://www.themoviedb.org/movie/205587
2503,The Grudge 2,55.0,"Comedy
",        04/26/1995       ,1h 31m,F. Gary Gray,https://www.themoviedb.org/movie/1975
2504,Justice League: War,76.0,"Adventure, Comedy, Family
",        01/12/2018       ,1h 44m,Paul King,https://www.themoviedb.org/movie/217993
2505,Veronica,62.0,"Action, Animation, Crime, Thriller
",        12/09/2009       ,1h 25m,Jeff Lew,https://www.themoviedb.org/movie/441701
2506,The Worst Person in the World,76.0,"Fantasy, Adventure, Drama
",        08/14/2020       ,2h 5m,Matteo Garrone,https://www.themoviedb.org/movie/660120
2507,Lady Bird,73.0,"Comedy, Fantasy, Horror, Thriller
",        11/13/2020       ,1h 42m,Christopher Landon,https://www.themoviedb.org/movie/391713
2508,Originless,56.0,"Animation, Drama, Romance
",        04/23/2016       ,1h 3m,Tetsuya Yanagisawa,https://www.themoviedb.org/movie/554585
2509,A Farewell to Ozark,53.0,"Action, Thriller, Crime
",        01/28/2011       ,1h 33m,Simon West,https://www.themoviedb.org/movie/968967
2510,Halloween,76.0,"Drama
",        02/07/2009       ,1h 26m,Thomas Carter,https://www.themoviedb.org/movie/948
2511,The Green Knight,65.0,"Horror, Thriller, Mystery
",        09/28/2020       ,1h 17m,Dutch Marich,https://www.themoviedb.org/movie/559907
2512,S.W.A.T.: Under Siege,58.0,"Comedy, Science Fiction, Adventure, Family
",        07/08/2008       ,1h 30m,Brian Robbins,https://www.themoviedb.org/movie/461053
2513,About Time,79.0,"Horror
",        06/15/2020       ,1h 31m,Louisa Warren,https://www.themoviedb.org/movie/122906
2514,"Tad, the Lost Explorer",60,"Fantasy, Horror
",        03/12/1999       ,1h 36m,Jack Sholder,https://www.themoviedb.org/movie/121734
2515,Killers,59.0,"Family, Adventure, Drama
",        07/16/1993       ,1h 52m,Simon Wincer,https://www.themoviedb.org/movie/37821
2516,Ice Age: A Mammoth Christmas,64.0,"Action, Adventure, Crime, Mystery
",        12/26/2009       ,2h 9m,Guy Ritchie,https://www.themoviedb.org/movie/79218
2517,Mr. Peabody & Sherman,67.0,"Action, Drama, Science Fiction, Animation
",        05/20/2017       ,1h 46m,Hiroyuki Seshita,https://www.themoviedb.org/movie/82703
2518,Mr. & Mrs. Smith,67.0,"Crime, Drama, Mystery, Thriller
",        10/07/2016       ,1h 52m,Tate Taylor,https://www.themoviedb.org/movie/787
2519,Azor,62.0,"Drama
",        09/22/2011       ,1h 44m,David Trueba,https://www.themoviedb.org/movie/659954
2520,Anaconda,51.0,"Animation, Family, Adventure, Comedy
",        08/09/2013       ,1h 31m,Klay Hall,https://www.themoviedb.org/movie/9360
2521,Saint Seiya: Legend of Crimson Youth,75.0,"Fantasy, Drama, Thriller, Mystery, Romance
",        08/08/1991       ,2h 7m,Jerry Zucker,https://www.themoviedb.org/movie/66105
2522,Before the Devil Knows You're Dead,71.0,"Crime, Drama
",        12/09/1943       ,1h 8m,Eugene Forde,https://www.themoviedb.org/movie/7972
2523,Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five,70,"Horror
",        10/06/2020       ,1h 43m,Michael Ballif,https://www.themoviedb.org/movie/285812
2524,Bleach the Movie: Fade to Black,70,"Romance, Comedy
",        10/22/2021       ,1h 37m,Fabio Mollo,https://www.themoviedb.org/movie/17165
2525,Anaconda 3: Offspring,48.0,"Horror, Thriller
",        10/05/2010       ,1h 32m,Ben Ketai,https://www.themoviedb.org/movie/14863
2526,Annihilation,64.0,"Comedy
",        06/03/2010       ,1h 39m,John Stalberg Jr.,https://www.themoviedb.org/movie/300668
2527,Julia X,50,"Drama, Comedy, Romance
",        11/05/2015       ,1h 28m,Will Slocombe,https://www.themoviedb.org/movie/84228
2528,It Boy,63.0,"Fantasy, Action
",        01/31/2018       ,1h 41m,Yeon Sang-ho,https://www.themoviedb.org/movie/173185
2529,Leatherface,55.0,"Adventure, Action, Thriller
",        09/29/2000       ,2h 3m,John Woo,https://www.themoviedb.org/movie/300665
2530,Hard Candy,68.0,"Comedy, Drama
",        05/17/2018       ,1h 30m,Wayne Roberts,https://www.themoviedb.org/movie/2652
2531,Angels of Sex,65.0,"Horror, Mystery
",        03/28/2018       ,1h 34m,Jung Bum-shik,https://www.themoviedb.org/movie/104634
2532,Bright,62.0,"Comedy, Romance
",        05/08/2015       ,1h 34m,Justin Reardon,https://www.themoviedb.org/movie/400106
2533,The Woman in the Window,61.0,"Horror, Thriller, Fantasy
",        08/31/2017       ,1h 30m,Peter Dukes,https://www.themoviedb.org/movie/520663
2534,Yes Day,69.0,"Animation, Fantasy
",        03/07/1992       ,1h 30m,Tsutomu Shibayama,https://www.themoviedb.org/movie/638597
2535,The Founder,71.0,"Drama
",        01/21/2022       ,1h 38m,Kenneth Branagh,https://www.themoviedb.org/movie/310307
2536,Forever My Girl,76.0,"Action
",        01/11/1991       ,1h 45m,Sheldon Lettich,https://www.themoviedb.org/movie/417261
2537,Robin Hood,59.0,"Comedy
",        07/13/2001       ,1h 36m,Robert Luketic,https://www.themoviedb.org/movie/375588
2538,50 First Dates,68.0,"Animation, Family
",        11/14/2008       ,1h 16m,William Lau,https://www.themoviedb.org/movie/1824
2539,The Reader,74.0,"Drama
",        06/23/2021       ,1h 26m,Manolo Caro,https://www.themoviedb.org/movie/8055
2540,Heaven's Lost Property Final – The Movie: Eternally My Master,76.0,"Crime, Drama
",        06/12/2014       ,1h 43m,David Michôd,https://www.themoviedb.org/movie/246464
2541,Fever Dream,59.0,"Thriller, Crime, Action
",        09/17/2021       ,1h 47m,Joe Carnahan,https://www.themoviedb.org/movie/595280
2542,Camp Cool Kids,57.0,"Mystery, Thriller
",        09/05/2014       ,1h 32m,Rowan Joffe,https://www.themoviedb.org/movie/467988
2543,Anna,67.0,"Drama, Adventure
",        06/28/2019       ,1h 50m,Mitch Davis,https://www.themoviedb.org/movie/484641
2544,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,76.0,"Comedy, Drama, Romance
",        07/29/2011       ,1h 58m,John Requa,https://www.themoviedb.org/movie/22537
2545,Drive My Car,75.0,"Animation, Family, Adventure, Science Fiction
",        03/26/2009       ,1h 34m,Conrad Vernon,https://www.themoviedb.org/movie/758866
2546,Mr. Osomatsu the Movie,76.0,"Comedy
",        01/26/2001       ,Not Define,Claudio Bigagli,https://www.themoviedb.org/movie/559519
2547,The Legend of the Nahuala,76.0,"Thriller, Action
",        06/14/2013       ,1h 25m,Mukunda Michael Dewil,https://www.themoviedb.org/movie/29826
2548,The Visit,63.0,"Thriller, Action, Science Fiction
",        10/03/2014       ,1h 50m,Vic Armstrong,https://www.themoviedb.org/movie/298312
2549,Legend Quest: The Legend of the Guanajuato Mummies,78.0,"Thriller, Science Fiction
",        08/14/1998       ,1h 29m,Jeremiah S. Chechik,https://www.themoviedb.org/movie/268690
2550,Jungle,65.0,"Drama
",        09/30/2011       ,2h 9m,Alex Kendrick,https://www.themoviedb.org/movie/390062
2551,Firestarter,63.0,"Horror, Thriller
",        03/24/2006       ,1h 40m,William Brent Bell,https://www.themoviedb.org/movie/11495
2552,Godzilla,56.0,"Action, Science Fiction, Horror, Mystery
",        09/30/2019       ,1h 37m,Tony Giglio,https://www.themoviedb.org/movie/929
2553,Black Emanuelle,45.0,"Animation, Music, Family
",        08/12/2015       ,1h 24m,Karen J. Lloyd,https://www.themoviedb.org/movie/40348
2554,Aladdin and the King of Thieves,63.0,"Science Fiction, Action, Adventure, Family
",        08/24/2018       ,1h 38m,Oliver Daly,https://www.themoviedb.org/movie/11238
2555,Friday,71.0,"Comedy, Fantasy
",        11/22/1991       ,1h 42m,Barry Sonnenfeld,https://www.themoviedb.org/movie/10634
2556,Paddington 2,75.0,"Horror
",        08/31/2007       ,1h 49m,Rob Zombie,https://www.themoviedb.org/movie/346648
2557,Killer Bean Forever,72.0,"Adventure, Comedy, Science Fiction, Family
",        06/05/2009       ,1h 42m,Brad Silberling,https://www.themoviedb.org/movie/24528
2558,Pinocchio,66.0,"Thriller
",        04/17/2015       ,1h 35m,Jean-Baptiste Léonetti,https://www.themoviedb.org/movie/413518
2559,Freaky,66.0,"Horror, Thriller
",        08/09/2019       ,1h 48m,André Øvredal,https://www.themoviedb.org/movie/551804
2560,I've Always Liked You,76.0,"Animation, Adventure, Fantasy
",        03/04/1996       ,1h 20m,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/374853
2561,The Mechanic,64.0,"Family, Comedy
",        11/24/2021       ,1h 38m,Michael Dowse,https://www.themoviedb.org/movie/27582
2562,Gifted Hands: The Ben Carson Story,78.0,"Drama
",        03/01/2013       ,2h 18m,Robert Zemeckis,https://www.themoviedb.org/movie/22683
2563,Reaptown,46.0,"Horror, Mystery
",        08/17/1990       ,1h 50m,William Peter Blatty,https://www.themoviedb.org/movie/748224
2564,Meet Dave,53.0,"Action, Animation
",        07/09/1988       ,48m,Kazuhisa Takenouchi,https://www.themoviedb.org/movie/11260
2565,Return of the Tooth Fairy,65.0,"Fantasy, Action, Adventure, Drama
",        02/12/2021       ,2h 10m,Lu Yang,https://www.themoviedb.org/movie/708336
2566,Wishmaster 2: Evil Never Dies,54.0,"Thriller
",        10/06/2016       ,2h 13m,Fabio Resinaro,https://www.themoviedb.org/movie/12594
2567,Free Willy,62.0,"Adventure, Action, Thriller
",        11/16/1995       ,2h 10m,Martin Campbell,https://www.themoviedb.org/movie/1634
2568,Sherlock Holmes,72.0,"Drama
",        09/20/2012       ,1h 43m,Stephen Chbosky,https://www.themoviedb.org/movie/10528
2569,Cuando te veo palpito,44.0,"Comedy
",        11/26/2014       ,1h 48m,Sean Anders,https://www.themoviedb.org/movie/771709
2570,Blame!,64.0,"Family, Comedy
",        12/26/2008       ,1h 41m,Mike Elliott,https://www.themoviedb.org/movie/409421
2571,The Girl on the Train,64.0,"Comedy
",        11/26/2021       ,Not Define,Macarena Astorga,https://www.themoviedb.org/movie/346685
2572,"Madrid, 1987",63.0,"Action, Drama
",        02/26/1988       ,1h 32m,Newt Arnold,https://www.themoviedb.org/movie/84308
2573,Planes,59.0,"Animation, Family
",        12/01/2020       ,47m,Damien O'Connor,https://www.themoviedb.org/movie/151960
