,Movie Name,Movie Rating,Genres,Release,Runtime,Director,Movie Link
2261,The Secret Life of Walter Mitty,71.0,"Horror, Thriller
",        09/12/2008       ,1h 31m,James Watkins,https://www.themoviedb.org/movie/116745
2262,Jason Bourne,63.0,"Drama, Action, Thriller
",        03/31/2012       ,1h 50m,Vishal Mahadkar,https://www.themoviedb.org/movie/324668
2263,Role Models,65.0,"Action, Drama
",        07/05/2013       ,1h 45m,Keanu Reeves,https://www.themoviedb.org/movie/15373
2264,Annie,62.0,"Adventure, Animation, Family, Fantasy
",        10/24/2019       ,1h 25m,Federico Milella,https://www.themoviedb.org/movie/196867
2265,Birdman or (The Unexpected Virtue of Ignorance),75.0,"Family, Animation
",        12/31/2006       ,1h 10m,Eric Fogel,https://www.themoviedb.org/movie/194662
2266,The Wind Rises,78.0,"Animation, Comedy, Fantasy
",        01/06/2018       ,1h 34m,Tatsuya Ishihara,https://www.themoviedb.org/movie/149870
2267,Batman & Robin,43.0,"Mystery, Thriller, Drama
",        08/06/1999       ,1h 47m,M. Night Shyamalan,https://www.themoviedb.org/movie/415
2268,Los perros,57.0,"Drama
",        02/28/2013       ,1h 51m,Sherry Hormann,https://www.themoviedb.org/movie/453362
2269,Spree,66.0,"Science Fiction, Action, Animation, Mystery
",        09/25/2012       ,1h 16m,Jay Oliva,https://www.themoviedb.org/movie/653598
2270,Criminal,61.0,"Crime, Drama, Thriller
",        09/24/2021       ,1h 28m,Maurício Eça,https://www.themoviedb.org/movie/302156
2271,Miss March,55.0,"Adventure, Animation, Comedy, Family
",        02/07/2012       ,13m,Raman Hui,https://www.themoviedb.org/movie/19556
2272,Z-O-M-B-I-E-S 2,78.0,"Documentary
",        02/23/2022       ,1h 32m,José Gómez,https://www.themoviedb.org/movie/599521
2273,Naruto: The Lost Story - Mission: Protect the Waterfall Village!,67.0,"Drama
",        04/13/2022       ,2h 4m,Rosalind Ross,https://www.themoviedb.org/movie/410685
2274,Die Hard,77.0,"Action, Animation, Adventure, Fantasy
",        12/15/2001       ,1h 39m,Toshiya Shinohara,https://www.themoviedb.org/movie/562
2275,Due Date,63.0,"Adventure, Drama, Action, Romance, Family
",        06/18/1986       ,1h 53m,John G. Avildsen,https://www.themoviedb.org/movie/41733
2276,A Thousand Words,61.0,"Comedy, Fantasy
",        06/08/1984       ,1h 47m,Ivan Reitman,https://www.themoviedb.org/movie/72358
2277,X-Rated: The Greatest Adult Movies of All Time,59.0,"Animation, Action, Science Fiction
",        05/24/2019       ,1h 51m,Hiroyuki Imaishi,https://www.themoviedb.org/movie/324558
2278,The Karate Kid,72.0,"Comedy, Romance
",        09/29/2021       ,1h 50m,Juana Macías,https://www.themoviedb.org/movie/1885
2279,The Room,64.0,"Action, Adventure, Animation
",        01/07/2020       ,1h 25m,Genndy Tartakovsky,https://www.themoviedb.org/movie/582913
2280,Barbie: Spy Squad,70,"Horror, Mystery, Comedy
",        10/13/2017       ,1h 37m,Christopher Landon,https://www.themoviedb.org/movie/377897
2281,Tangled Ever After,71.0,"Animation, Action
",        08/21/1994       ,45m,Yuji Asada,https://www.themoviedb.org/movie/82881
2282,Underworld: Evolution,66.0,"Horror
",        12/02/2016       ,1h 22m,Gregg Bishop,https://www.themoviedb.org/movie/834
2283,Are We In Love?,81.0,"Comedy, Animation, Drama, Romance
",        09/14/2013       ,1h 37m,Tatsuya Ishihara,https://www.themoviedb.org/movie/672955
2284,The World Is Not Enough,63.0,"Animation, Family, Fantasy
",        08/27/2013       ,1h 15m,William Lau,https://www.themoviedb.org/movie/36643
2285,Age of Tomorrow,29.0,"Thriller, Drama
",        03/18/2021       ,1h 54m,Anna Elizabeth James,https://www.themoviedb.org/movie/275619
2286,Inazuma Eleven: The Movie,75.0,"Horror, Thriller
",        11/02/2018       ,2h 32m,Luca Guadagnino,https://www.themoviedb.org/movie/118301
2287,Nausicaä of the Valley of the Wind,79.0,"Fantasy, Animation, Family
",        07/16/2010       ,1h 34m,Hiromasa Yonebayashi,https://www.themoviedb.org/movie/81
2288,AVP: Alien vs. Predator,59.0,"Animation, Family, Adventure, Comedy, Fantasy
",        11/22/2017       ,22m,Stevie Wermers,https://www.themoviedb.org/movie/395
2289,Cloverfield,66.0,"Drama
",        09/11/2015       ,2h 1m,Michael Polish,https://www.themoviedb.org/movie/7191
2290,Dumbo,67.0,"Adventure, Action, Thriller
",        05/29/1963       ,1h 50m,Terence Young,https://www.themoviedb.org/movie/329996
2291,A Gruta,64.0,"Action, Crime, Drama
",        05/14/2021       ,1h 46m,Cecilia Verheyden,https://www.themoviedb.org/movie/758510
2292,Sexo salvaje,66.0,"Drama
",        10/27/2017       ,1h 40m,Kevin Sorbo,https://www.themoviedb.org/movie/401609
2293,Chicken Little,59.0,"Science Fiction, Horror, Action
",        11/26/1997       ,1h 49m,Jean-Pierre Jeunet,https://www.themoviedb.org/movie/9982
2294,The Man Who Fell to Earth,65.0,"Romance, Drama
",        09/08/2021       ,1h 30m,Alexis Almström,https://www.themoviedb.org/movie/991
2295,Lassie Come Home,66.0,"Comedy, Drama, Romance
",        02/10/2022       ,1h 48m,Kristoffer Rus,https://www.themoviedb.org/movie/657811
2296,The Lost Prince,58.0,"Drama, Action
",        09/13/2011       ,1h 39m,Michael Jai White,https://www.themoviedb.org/movie/520725
2297,Mike and Dave Need Wedding Dates,61.0,"Romance, Drama
",        07/09/2021       ,1h 41m,Ozan Açıktan,https://www.themoviedb.org/movie/316023
2298,[REC]³ Genesis,52.0,"Action, Thriller, Science Fiction
",        07/17/1987       ,1h 42m,Paul Verhoeven,https://www.themoviedb.org/movie/80280
2299,Emperor,61.0,"Family, Adventure, Animation, Romance
",        05/20/1994       ,1h 9m,Toby Shelton,https://www.themoviedb.org/movie/127372
2300,Planet Hulk,70,"Action, Horror
",        07/31/2019       ,2h 9m,Kim Joo-hwan,https://www.themoviedb.org/movie/30675
2301,Irreversible,73.0,"Action, Thriller, Crime
",        09/02/2005       ,1h 27m,Louis Leterrier,https://www.themoviedb.org/movie/979
2302,Bermuda Tentacles,40,"Comedy, Family, Fantasy
",        07/16/1993       ,1h 36m,Kenny Ortega,https://www.themoviedb.org/movie/260372
2303,Fox in Fuso,0,"Action, Crime, Thriller
",        09/23/2017       ,2h 12m,S. Craig Zahler,https://www.themoviedb.org/movie/703120
2304,The Heist of the Century,79.0,"Romance, Comedy, Drama
",        12/02/2021       ,1h 39m,Michael Mayer,https://www.themoviedb.org/movie/609242
2305,The Transporter,67.0,"Comedy, Drama
",        07/31/2009       ,2h 26m,Judd Apatow,https://www.themoviedb.org/movie/4108
2306,Mr. Popper's Penguins,59.0,"Comedy
",        12/08/2017       ,1h 40m,Sean Anders,https://www.themoviedb.org/movie/58224
2307,One Piece: Adventure of Nebulandia,74.0,"Documentary
",        05/21/2012       ,1h 30m,Bryce Wagoner,https://www.themoviedb.org/movie/373879
2308,American History X,84.0,"Science Fiction, Action, Adventure
",        12/21/1978       ,2h 23m,Richard Donner,https://www.themoviedb.org/movie/73
2309,Eden Lake,68.0,"Action, Adventure, Science Fiction, Fantasy
",        09/03/2013       ,15m,Louis D'Esposito,https://www.themoviedb.org/movie/13510
2310,Blood Money,61.0,"Drama, Comedy, Romance
",        12/25/2012       ,2h 2m,David O. Russell,https://www.themoviedb.org/movie/105379
2311,Man of Tai Chi,60,"Comedy, Action
",        06/06/2008       ,1h 53m,Dennis Dugan,https://www.themoviedb.org/movie/76544
2312,Bayala: A Magical Adventure,58.0,"Animation, Science Fiction
",        09/19/2003       ,1h 42m,Takeshi Koike,https://www.themoviedb.org/movie/587065
2313,The Barbie Diaries,62.0,"Fantasy, Family, Comedy, Animation
",        08/02/2013       ,1h 45m,Raja Gosnell,https://www.themoviedb.org/movie/21705
2314,"Love, Chunibyo & Other Delusions! Take On Me",79.0,"Adventure, Animation, Comedy, Family
",        01/01/2016       ,1h 32m,Walt Becker,https://www.themoviedb.org/movie/460399
2315,The Sixth Sense,79.0,"Horror, Mystery
",        10/22/2009       ,1h 36m,Kevin Greutert,https://www.themoviedb.org/movie/745
2316,3096 Days,75.0,"Comedy, Drama, Romance
",        09/13/2019       ,1h 41m,Nzingha Stewart,https://www.themoviedb.org/movie/166666
2317,"Batman: The Dark Knight Returns, Part 1",78.0,"War, Action, Drama, History
",        01/17/2014       ,2h 1m,Peter Berg,https://www.themoviedb.org/movie/123025
2318,The Boy Who Killed My Parents,64.0,"Music, Comedy, Family
",        05/13/2022       ,1h 52m,Elizabeth Allen Rosenbaum,https://www.themoviedb.org/movie/800305
2319,Puss in Boots: The Three Diablos,65.0,"Action, Animation
",        07/18/1987       ,45m,Daisuke Nishio,https://www.themoviedb.org/movie/83201
2320,11M,61.0,"Horror
",        01/06/2006       ,1h 34m,Eli Roth,https://www.themoviedb.org/movie/940332
2321,Father Stu,72.0,"Horror, Thriller
",        08/18/2020       ,1h 42m,Padraig Reynolds,https://www.themoviedb.org/movie/809140
2322,Inuyasha the Movie: Affections Touching Across Time,76.0,"Horror
",        03/22/1985       ,1h 32m,Danny Steinmann,https://www.themoviedb.org/movie/42360
2323,The Karate Kid Part II,63.0,"Thriller, Crime, Drama
",        07/05/2013       ,1h 45m,Ariel Vromen,https://www.themoviedb.org/movie/8856
2324,Ghostbusters,75.0,"Horror, Science Fiction, Thriller
",        05/27/2021       ,1h 40m,"Emmanuel Osei-Kuffour, Jr.",https://www.themoviedb.org/movie/620
2325,Promare,71.0,"Horror
",        10/07/1985       ,42m,Hideshi Hino,https://www.themoviedb.org/movie/553600
2326,Sounds Like Love,66.0,"Action, Crime, Thriller
",        06/09/2000       ,1h 58m,Dominic Sena,https://www.themoviedb.org/movie/776909
2327,Primal: Tales of Savagery,84.0,"Science Fiction, Horror, Action
",        07/07/1995       ,1h 48m,Roger Donaldson,https://www.themoviedb.org/movie/704264
2328,Happy Death Day,66.0,"Family, Adventure, Fantasy, Romance, Drama
",        08/02/2018       ,1h 38m,Chris Bouchard,https://www.themoviedb.org/movie/440021
2329,Grappler Baki: The Ultimate Fighter,63.0,"Horror, Drama, Thriller
",        09/08/1960       ,1h 49m,Alfred Hitchcock,https://www.themoviedb.org/movie/68449
2330,Siren,60,"Animation, Adventure, Family, Comedy
",        01/27/2022       ,1h 29m,Mimi Maynard,https://www.themoviedb.org/movie/355506
2331,"Love, Chunibyo & Other Delusions! Rikka Version",70,"Comedy, Adventure, Romance
",        10/17/2008       ,1h 49m,Sean Anders,https://www.themoviedb.org/movie/214553
2332,Barbie Mariposa & the Fairy Princess,70,"Action, Animation
",        03/15/2019       ,1h 30m,Motoki Tanaka,https://www.themoviedb.org/movie/196254
2333,Deadly Illusions,50,"Fantasy, Horror, Mystery, Thriller
",        09/09/2004       ,1h 37m,Banjong Pisanthanakun,https://www.themoviedb.org/movie/802443
2334,Suspiria,70,"Comedy
",        08/12/2021       ,1h 4m,José Julián Gaviria,https://www.themoviedb.org/movie/361292
2335,The Secret World of Arrietty,76.0,"Drama, Romance
",        04/27/2018       ,1h 54m,Sebastián Lelio,https://www.themoviedb.org/movie/51739
2336,Olaf's Frozen Adventure,64.0,"Drama, Thriller, Crime
",        10/31/2007       ,2h 31m,Martin Scorsese,https://www.themoviedb.org/movie/460793
2337,90 Minutes in Heaven,61.0,"Family, Comedy, Adventure, Crime
",        07/01/1994       ,1h 39m,Patrick Read Johnson,https://www.themoviedb.org/movie/343795
2338,Dr. No,70,"Comedy, Crime
",        12/11/2021       ,1h 17m,Alonso Iñiguez,https://www.themoviedb.org/movie/646
2339,Ferry,68.0,"Horror, Drama, Fantasy
",        11/11/1994       ,2h 3m,Neil Jordan,https://www.themoviedb.org/movie/717192
2340,Let There Be Light,63.0,"Horror, Comedy, Action, Adventure, Fantasy
",        01/19/1990       ,1h 36m,Ron Underwood,https://www.themoviedb.org/movie/480881
2341,Alien Resurrection,61.0,"Comedy
",        03/28/2013       ,1h 48m,Gary Alazraki,https://www.themoviedb.org/movie/8078
2342,JJ+E,54.0,"Fantasy, Animation, Horror, Action
",        10/09/2018       ,1h 30m,Doug Murphy,https://www.themoviedb.org/movie/726916
2343,Into the Wind,53.0,"Comedy, Drama
",        03/29/2012       ,1h 32m,Marialy Rivas,https://www.themoviedb.org/movie/933547
2344,Never Back Down 2: The Beatdown,64.0,"Drama, Comedy
",        11/23/2018       ,2h 10m,Peter Farrelly,https://www.themoviedb.org/movie/70006
2345,Last Summer,59.0,"Action, Adventure, Comedy, Horror, Science Fiction
",        10/06/2015       ,1h 39m,Don Michael Paul,https://www.themoviedb.org/movie/785537
2346,RoboCop,73.0,"Animation, Adventure, Fantasy
",        07/08/2016       ,1h 41m,Zhang Chun,https://www.themoviedb.org/movie/5548
2347,The Return of Jafar,61.0,"Science Fiction, Adventure, Drama, Action
",        02/07/1968       ,1h 52m,Franklin J. Schaffner,https://www.themoviedb.org/movie/15969
2348,The Divine Fury,68.0,"Science Fiction, Action, Adventure
",        07/10/2009       ,2h 30m,Michael Bay,https://www.themoviedb.org/movie/571627
2349,Transporter 2,63.0,"Action, Adventure, Animation
",        09/23/1993       ,59m,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/9335
2350,Hocus Pocus,70,"Horror, Mystery, Thriller
",        04/30/2010       ,1h 35m,Samuel Bayer,https://www.themoviedb.org/movie/10439
2351,Brawl in Cell Block 99,70,"Action, Thriller
",        06/27/2007       ,2h 8m,Len Wiseman,https://www.themoviedb.org/movie/398175
2352,Single All the Way,65.0,"Action, Adventure, Drama
",        04/22/2016       ,1h 54m,Cedric Nicolas-Troyan,https://www.themoviedb.org/movie/810873
2353,Funny People,58.0,"Animation, Adventure, Action
",        03/06/2004       ,1h 35m,Kazuhisa Takenouchi,https://www.themoviedb.org/movie/20829
2354,Daddy's Home 2,63.0,"Mystery, Fantasy, Comedy, Adventure
",        10/15/2010       ,1h 20m,Brian Levant,https://www.themoviedb.org/movie/419680
2355,After Porn Ends,57.0,"Romance, Comedy
",        04/23/2021       ,1h 22m,Jeff Rosenberg,https://www.themoviedb.org/movie/109520
2356,Superman,71.0,"Drama, Thriller
",        06/18/2021       ,1h 47m,Magnus von Horn,https://www.themoviedb.org/movie/1924
2357,Marvel One-Shot: Agent Carter,74.0,"Thriller
",        04/20/2007       ,1h 53m,Gregory Hoblit,https://www.themoviedb.org/movie/211387
2358,Silver Linings Playbook,71.0,"Drama, Crime
",        01/18/2007       ,2h 10m,Fernando Meirelles,https://www.themoviedb.org/movie/82693
2359,You Don't Mess with the Zohan,57.0,"Drama, Action, Thriller, Crime
",        04/17/2009       ,1h 36m,Cary Joji Fukunaga,https://www.themoviedb.org/movie/10661
2360,Heks,63.0,"Drama, Mystery
",        09/13/2018       ,1h 53m,Kim Ui-seok,https://www.themoviedb.org/movie/718022
2361,The Animatrix,72.0,"Romance, Comedy
",        06/21/2019       ,1h 30m,Zhou Tong,https://www.themoviedb.org/movie/55931
2362,The Smurfs 2,58.0,"Fantasy, Romance
",        02/23/2018       ,1h 37m,Michael Sucsy,https://www.themoviedb.org/movie/77931
2363,Alvin and the Chipmunks: The Road Chip,60,"Horror, Thriller, Drama, Fantasy
",        07/13/2020       ,1h 42m,Lee Thongkham,https://www.themoviedb.org/movie/258509
2364,Saw VI,62.0,"Action, Adventure, Science Fiction
",        10/25/2016       ,1h 32m,Stewart Hendler,https://www.themoviedb.org/movie/22804
2365,Tall Girl,64.0,"War, Drama, History
",        10/28/2021       ,1h 47m,Ole Bornedal,https://www.themoviedb.org/movie/625450
2366,Lone Survivor,74.0,"Drama, Crime
",        09/21/1990       ,2h 25m,Martin Scorsese,https://www.themoviedb.org/movie/193756
2367,Sneakerella,20,"Drama, Fantasy, Romance
",        11/10/2016       ,1h 31m,Scott Hicks,https://www.themoviedb.org/movie/756187
2368,Dragon Ball: Sleeping Princess in Devil's Castle,65.0,"Science Fiction, Adventure
",        06/14/2017       ,1h 35m,Ben Foster,https://www.themoviedb.org/movie/39145
2369,Hostel,59.0,"Action, Comedy, Crime, Fantasy
",        04/08/2005       ,1h 39m,Stephen Chow,https://www.themoviedb.org/movie/1690
2370,Open 24 Hours,55.0,"Mystery, Animation, Family, Adventure, Comedy, Fantasy
",        12/13/2005       ,1h 15m,Joe Sichta,https://www.themoviedb.org/movie/532638
2371,Friday the 13th: A New Beginning,53.0,"Drama
",        02/08/2012       ,1h 34m,Jürgen Brüning,https://www.themoviedb.org/movie/9731
2372,The Iceman,65.0,"Horror, Thriller
",        03/22/2007       ,1h 29m,Martin Weisz,https://www.themoviedb.org/movie/68812
2373,Black Box,65.0,"Horror, Drama, Thriller
",        10/11/2007       ,1h 45m,J. A. Bayona,https://www.themoviedb.org/movie/716258
2374,Guinea Pig 2: Flower of Flesh and Blood,47.0,"Crime, Thriller
",        04/16/2015       ,2h 17m,Daniel Espinosa,https://www.themoviedb.org/movie/36073
2375,Gone in Sixty Seconds,64.0,"Comedy
",        08/25/2000       ,1h 56m,Peter Farrelly,https://www.themoviedb.org/movie/9679
2376,Species,59.0,"Animation, Adventure, Romance
",        07/18/2013       ,1h 46m,Juan José Campanella,https://www.themoviedb.org/movie/9348
2377,Little Tornadoes,0,"Family, Comedy, Animation
",        12/15/2021       ,1h 35m,Hamish Grieve,https://www.themoviedb.org/movie/842229
2378,The Little Mermaid,50,"Animation, Action, Science Fiction
",        08/23/2020       ,1h 26m,Chris Palmer,https://www.themoviedb.org/movie/385448
2379,Psycho,84.0,"Action, Drama
",        05/12/2022       ,2h 42m,Parasuram Petla,https://www.themoviedb.org/movie/539
2380,Latte and the Magic Waterstone,60,"Action, Crime
",        10/10/2003       ,1h 51m,"Quentin TarantinoCharacters, ",https://www.themoviedb.org/movie/586954
2381,Sex Drive,63.0,"Animation
",        08/01/2009       ,1h 54m,Mamoru Hosoda,https://www.themoviedb.org/movie/13523
2382,Grisaia: Phantom Trigger The Animation,50,"Thriller, Science Fiction
",        10/10/2014       ,1h 50m,Gabe Ibáñez,https://www.themoviedb.org/movie/601980
2383,Shutter,72.0,"Comedy, Action, Adventure
",        04/08/2010       ,1h 37m,Shawn Levy,https://www.themoviedb.org/movie/17111
2384,Lokillo: Nothing's the Same,79.0,"Drama, Family, Music, Romance
",        03/26/2021       ,1h 34m,Roman White,https://www.themoviedb.org/movie/857910
2385,Disobedience,70,"Adventure, Action, Fantasy
",        10/18/2011       ,10m,James Ward Byrkit,https://www.themoviedb.org/movie/419743
2386,The Departed,82.0,"Adventure
",        11/25/2009       ,1h 30m,Alex Winter,https://www.themoviedb.org/movie/1422
2387,Baby's Day Out,62.0,"Fantasy, Animation, Science Fiction
",        12/16/2006       ,1h 27m,Noriyuki Abe,https://www.themoviedb.org/movie/11212
2388,Operation Merry Christmas: The Elf Con,70,"Adventure, Animation, Family, Western
",        11/21/1991       ,1h 15m,Phil Nibbelink,https://www.themoviedb.org/movie/914241
2389,Interview with the Vampire,74.0,"Horror, Crime, Mystery, Thriller
",        10/27/2017       ,1h 32m,Peter Spierig,https://www.themoviedb.org/movie/628
2390,Tremors,68.0,"Thriller, Horror, Comedy, Mystery
",        11/15/2014       ,1h 57m,Takashi Miike,https://www.themoviedb.org/movie/9362
2391,We Are the Nobles,79.0,"Comedy
",        10/09/2021       ,Not Define,Fernando Ayllón,https://www.themoviedb.org/movie/180147
2392,Constantine: City of Demons - The Movie,79.0,"Drama, Thriller
",        01/15/2016       ,1h 58m,Lenny Abrahamson,https://www.themoviedb.org/movie/539517
2393,Young and Wild,63.0,"Horror, Action, Science Fiction
",        03/15/2002       ,1h 40m,Paul W. S. Anderson,https://www.themoviedb.org/movie/84354
2394,Green Book,82.0,"Thriller, Science Fiction, Mystery, Horror
",        08/10/2018       ,1h 45m,Sebastián Gutiérrez,https://www.themoviedb.org/movie/490132
2395,Tremors 5: Bloodlines,55.0,"Crime, Thriller, Mystery
",        05/18/2012       ,1h 51m,James McTeigue,https://www.themoviedb.org/movie/339530
2396,Big Fish & Begonia,74.0,"Comedy, Romance
",        06/01/1998       ,1h 45m,Tinto Brass,https://www.themoviedb.org/movie/271706
2397,Planet of the Apes,76.0,"Fantasy, Action
",        05/14/2004       ,2h 2m,Guillermo del Toro,https://www.themoviedb.org/movie/871
2398,Transformers: Revenge of the Fallen,61.0,"Thriller
",        10/23/2014       ,1h 52m,Brad Anderson,https://www.themoviedb.org/movie/8373
2399,Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,64.0,"Action, Thriller, Crime, Drama
",        06/22/2012       ,1h 36m,Adrian Grünberg,https://www.themoviedb.org/movie/652754
2400,A Nightmare on Elm Street,55.0,"Comedy, Romance
",        02/12/2016       ,1h 50m,Christian Ditter,https://www.themoviedb.org/movie/23437
2401,Live Free or Die Hard,66.0,"Horror, Animation
",        02/11/2017       ,1h,Toshirou Hamamura,https://www.themoviedb.org/movie/1571
2402,The Huntsman: Winter's War,63.0,"Horror, Thriller, Romance, Mystery
",        10/16/2015       ,1h 59m,Guillermo del Toro,https://www.themoviedb.org/movie/290595
2403,One Piece: Curse of the Sacred Sword,70,"Comedy, Adventure, Family
",        11/28/2014       ,1h 36m,Paul King,https://www.themoviedb.org/movie/44728
2404,Scooby-Doo! Curse of the Lake Monster,62.0,"Drama, Fantasy, Romance
",        02/16/2018       ,2h 3m,Guillermo del Toro,https://www.themoviedb.org/movie/47533
2405,We Broke Up,61.0,"Thriller, Drama
",        05/10/2002       ,2h 4m,Adrian Lyne,https://www.themoviedb.org/movie/680319
2406,Sweat,66.0,"Thriller, Action, Crime
",        04/01/2005       ,2h 4m,Robert Rodriguez,https://www.themoviedb.org/movie/712121
2407,Fracture,73.0,"Comedy, Crime
",        06/01/2012       ,1h 38m,Seth Gordon,https://www.themoviedb.org/movie/6145
2408,City of God,84.0,"Action, Comedy, Family
",        04/17/2015       ,1h 34m,Andy Fickman,https://www.themoviedb.org/movie/598
2409,Sin Nombre,76.0,"Animation, Science Fiction, Action, Drama
",        06/26/2009       ,1h 52m,Hideaki Anno,https://www.themoviedb.org/movie/21191
2410,After My Death,70,"Romance, Drama, TV Movie
",        03/31/2021       ,1h 23m,Tsai Mi Chieh,https://www.themoviedb.org/movie/483539
2411,Love The Way You Are,52.0,"Drama
",        11/10/2021       ,1h 38m,Rebecca Hall,https://www.themoviedb.org/movie/597295
2412,Every Day,72.0,"Documentary
",        04/05/2022       ,2h 15m,Sam Jones,https://www.themoviedb.org/movie/465136
2413,The Maid,62.0,"Action, Crime, Drama, Thriller
",        10/05/2001       ,2h 2m,Antoine Fuqua,https://www.themoviedb.org/movie/709717
2414,Max Steel,56.0,"Comedy, Drama, Romance
",        07/17/2015       ,2h 5m,Judd Apatow,https://www.themoviedb.org/movie/286567
2415,The Shadow in My Eye,77.0,"Action, Thriller
",        07/12/2013       ,1h 31m,Mark Steven Johnson,https://www.themoviedb.org/movie/650031
2416,GoodFellas,85.0,"Comedy, Family, Fantasy, Music
",        08/02/2016       ,1h 32m,Michelle Johnston,https://www.themoviedb.org/movie/769
2417,Fallen,61.0,"Comedy, Fantasy, Family
",        08/20/2010       ,1h 49m,Susanna White,https://www.themoviedb.org/movie/283378
2418,Time Trap,61.0,"Drama, Romance
",        08/06/2021       ,1h 50m,Augustine Frizzell,https://www.themoviedb.org/movie/455839
2419,Kung Fu Hustle,74.0,"Science Fiction, Thriller, Horror
",        05/12/2021       ,1h 40m,Alexandre Aja,https://www.themoviedb.org/movie/9470
2420,Scooby-Doo! in Where's My Mummy?,74.0,"Action, Adventure, Science Fiction
",        11/11/2022       ,Not Define,Ryan Coogler,https://www.themoviedb.org/movie/20558
2421,Fucking Different XXX,64.0,"Action, Adventure, Science Fiction
",        04/07/2016       ,1h 37m,Ilya Naishuller,https://www.themoviedb.org/movie/187257
2422,The Hills Have Eyes 2,55.0,"Thriller, Drama, Mystery
",        10/05/2012       ,1h 47m,Lee Daniels,https://www.themoviedb.org/movie/9793
2423,The Orphanage,72.0,"Action, Crime, Thriller
",        05/04/2012       ,1h 34m,Boaz Yakin,https://www.themoviedb.org/movie/6537
2424,Child 44,63.0,"Comedy, War, Drama
",        10/24/2019       ,1h 48m,Taika Waititi,https://www.themoviedb.org/movie/181283
2425,"Me, Myself & Irene",66.0,"Western, Drama
",        09/17/2021       ,1h 44m,Clint Eastwood,https://www.themoviedb.org/movie/2123
2426,Underdogs,65.0,"Fantasy, Thriller, Action, Crime
",        02/24/2011       ,1h 45m,Patrick Lussier,https://www.themoviedb.org/movie/153158
2427,Rumble,69.0,"Drama, Adventure, Romance, TV Movie
",        12/18/2012       ,1h 25m,Jake Newsome,https://www.themoviedb.org/movie/598331
2428,Superman: Man of Tomorrow,73.0,"Horror, Thriller
",        05/25/2012       ,1h 28m,Bradley Parker,https://www.themoviedb.org/movie/618354
2429,Sarkaru Vaari Paata,100,"Comedy
",        12/22/2021       ,1h 27m,Raúl Martínez,https://www.themoviedb.org/movie/784696
2430,Kill Bill: Vol. 1,80,"Comedy, Drama, Family, Music, Romance, TV Movie
",        01/20/2006       ,1h 38m,Kenny Ortega,https://www.themoviedb.org/movie/24
2431,Summer Wars,75.0,"Thriller
",        07/30/2021       ,1h 35m,Natalia Meta,https://www.themoviedb.org/movie/28874
2432,Automata,58.0,"Animation, Comedy, Family, Science Fiction
",        03/11/2005       ,1h 31m,Chris Wedge,https://www.themoviedb.org/movie/262543
2433,Date Night,61.0,"Action, Animation, Drama, Fantasy, Romance
",        10/14/2017       ,2h,Tomonori Sudo,https://www.themoviedb.org/movie/35056
2434,A Week Away,70,"Thriller
",        01/30/2015       ,1h 48m,Erik Van Looy,https://www.themoviedb.org/movie/699102
2435,Pirates of the Caribbean: Tales of the Code: Wedlocked,70,"Comedy, Documentary, Action
",        10/25/2002       ,1h 28m,Jeff Tremaine,https://www.themoviedb.org/movie/230652
2436,Ben 10 Alien Swarm,63.0,"Drama
",        08/21/2013       ,1h 35m,François Ozon,https://www.themoviedb.org/movie/25642
2437,Bleach the Movie: Memories of Nobody,69.0,"Adventure, Drama, Romance
",        10/01/1945       ,1h 40m,Frank Borzage,https://www.themoviedb.org/movie/15575
2438,An American Tail: Fievel Goes West,63.0,"Horror, Drama, Science Fiction
",        07/27/2006       ,2h,Bong Joon-ho,https://www.themoviedb.org/movie/10380
2439,Jigsaw,62.0,"Action, Thriller
",        08/24/2018       ,1h 35m,Peter Berg,https://www.themoviedb.org/movie/298250
2440,As the Gods Will,72.0,"Comedy, Drama, Romance
",        05/14/2010       ,1h 45m,Gary Winick,https://www.themoviedb.org/movie/241863
2441,No me echen ese muerto,71.0,"Fantasy, Action, Science Fiction, Adventure
",        08/04/2017       ,1h 35m,Nikolaj Arcel,https://www.themoviedb.org/movie/882812
2442,Room,81.0,"Comedy, Romance
",        05/03/2019       ,2h 5m,Jonathan Levine,https://www.themoviedb.org/movie/264644
2443,Resident Evil,66.0,"Horror, Thriller
",        10/19/2007       ,1h 53m,David Slade,https://www.themoviedb.org/movie/1576
2444,Elizabeth Harvest,62.0,"Action, Horror, Drama, Fantasy
",        10/25/2018       ,2h 2m,Kim Sung-hoon,https://www.themoviedb.org/movie/457041
2445,The Raven,63.0,"Documentary
",        11/12/2019       ,12m,Kim Sung-hoon,https://www.themoviedb.org/movie/70436
2446,Frivolous Lola,47.0,"Comedy
",        06/29/2018       ,1h 43m,Charles Stone III,https://www.themoviedb.org/movie/50124
2447,Hellboy,67.0,"Action, Thriller, Science Fiction
",        10/02/2018       ,1h 51m,Don Michael Paul,https://www.themoviedb.org/movie/1487
2448,Stonehearst Asylum,68.0,"Animation, Family
",        02/11/2011       ,1h 24m,Kelly Asbury,https://www.themoviedb.org/movie/207933
2449,Get the Gringo,65.0,"Drama, Horror
",        12/06/2013       ,1h 40m,Kimberly Peirce,https://www.themoviedb.org/movie/80389
